id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
14908,1427,,23/01/2021,11:31,5,418800002
14909,215,,15/03/2022,12:05,5,422208807
14910,1317,Rất tuyệt nha,20/01/2022,14:41,5,253900003
14911,731,"Mua chai thứ 4 5 gì rồi, đúng kiểu tiền nào của nấy, xài ok hơn nhiều, mà dùng tẩy trang hàng ngày nên hơi hao",4/3/2023,19:08,5,422216594
14912,2845,"Mình đặt mua và sử dụng đến hôm nay là được 4 ngày rồi. Và mình xin review kĩ để các bạn chưa mua hình dung đúng hơn về sản phẩm. Cảm nhận đầu tiên về chất serum là rất ok. Nhiều bạn đánh giá là lâu thẩm thấu, nhưng thực ra chất serum này phục vụ rất tốt cho việc massage. Mình rất ưng vì chất serum giúp mình massage tốt. Không như loại khác thấm quá nhanh mình chưa kịp massage đã khô, không còn độ trơn để mình thao tác. Khả năng mờ thâm nhanh, đặc biệt là mụn mới. Thâm cũ cũng mờ đi nhiều",27/03/2021,20:37,5,318900002
14913,115,Dạ mua trực tiếp ngoài cửa hàng có dc tặng kem chống nắng k ạ,4/7/2024,14:26,5,422204259
14914,2504,"Mùi hương dễ chịu,làm mát nhanh,giá thành ổn",2/5/2023,11:55,5,204100054
14915,2781,"Serum cực lành tính Lúc đầu dùng cũng lo là bị dị ứng lắm vì da mình siêu nhạy cảm , xài đc gần 1 tuần da mình nhìn cải thiện lên trong thấy",20/04/2021,8:12,5,418800002
14916,810,"Mình dùng nhiều loại tẩy trang, nhưng lần này đặt dùng thử của Bioderma thực sự là thấy ngoài mong đợi, sạch sâu, mà lại còn k gây kích ứng da. Các b có da dễ bị kích ứng nên thử nha. Shop đóng gói cẩn thận, giao hàng nhanh. Sẽ tin dùng và ủng hộ sh những lần sau❤️",16/07/2020,20:25,5,422216594
14917,3341,"làm mịn da, chất lượng hợp với giá tiền",17/04/2019,18:08,5,223600010
14918,348,"Mùi tràm trà dễ chịu, đắp lên da thấy nóng nhẹ nhưng không khó chịu , sau khi đắp xong chỉ cần vô nhẹ là dưỡng chất đã thấm vào da không gây nhờn rít như các loại mask khác Nên bỏ mask vào tủ lạnh trc khi đắp để có được trải nghiệm tốt nhất",6/10/2019,15:26,5,308500015
14919,1353,M da dầu dùng e này khá hợp.,7/9/2022,12:30,5,204900056
14920,2674,Miếng tẩy trang dùng khá ổn k bị rách khi sử dụng,10/9/2021,10:58,5,422203809
14921,727,Tốt,10/4/2023,12:51,5,100230056
14922,2216,"Mình da dầu nhưng apply lên thấm rất nhanh, ko gây nhờn rít. Dùng đến chiều mới tẩy trang nhưng da vẫn thoáng ko đổ dầu nhiều, kiềm dầu tốt, dùng dạng sữa thích hơn dạng kem. Rất đáng để mua",28/11/2020,15:28,5,422203146
14923,2587,"Chán lắm khó thấm. Dày và bí , lúc thử bạn nhân viên nói nào là thấm nhanh đồ lắm mình thấy củng ok. Quyết định mua thì ân cmn hận, chất lên mặt khó thấm bí nữa, ngồi tới sáng chắc nó vẫn còn vậy quá, chán ghê, ko bao giờ dùng nữa chán cực",17/03/2022,1:05,1,331300023
14924,1978,,8/6/2020,13:47,5,422211489
14925,1189,"Sp chân ái của mình luôn, dùng đã đến chai thứ 3 rồi k muốn đổi loại khác. Rửa mặt xong da có hơi căng khô xí nhưng cấp ẩm đầy đủ vẫn ok nha. Mình da dầu mụn sài thích cực",27/09/2021,9:36,5,204900056
14926,2439,"Rất ưng ý với mặt nạ này, hiệu quả rõ rệt, chăm xông mặt rồi đắp mặt nạ lên là 1 tuần đã cải thiện rõ rệt",2/11/2020,14:47,5,422205160
14927,697,"MÙI HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN",29/04/2023,10:42,5,204100019
14928,3199,Tạm được nhưng vẫn chưa hài lòng hoàn toàn.,11/3/2023,22:29,2,204100019
14929,2329,"Sản phẩm sử dụng dễ dàng, tạo cảm giác rất thải mái , làm mình thư giãn , rất dễ chịu",3/5/2023,17:12,5,308500015
14930,358,undefined,28/05/2019,9:34,4,422206648
14931,123,San phẩm rất hiệu quả,17/11/2023,11:56,5,249500013
14932,820,"tẩy trang tốt, nhưng ghét mùi",15/03/2019,12:22,4,200400004
14933,2394,Su Dung de dang rất thoải mái thư giãn tot độ,28/04/2023,10:01,5,422205164
14934,687,"Dễ chịu,làm mát nhanh,giá thành ổn.",30/04/2023,13:12,5,204100054
14935,951,Sản phẩm dùng tốt,10/4/2023,13:01,5,422204795
14936,111,Shop giao hàng nhanh nhưng k tặng thêm chai dưỡng tóc,6/9/2024,20:06,4,422208807
14937,189,"Mình đã dùng thử và cảm nhận của cá nhân mình là loại sữa tẩy trang mình dùng ko hợp da mình, khi tẩy trang mình cảm nhận được mùi cồn và sau 2 lần dùng thì da mình bị kích ứng nóng rát vùng mặt, theo cảm nhận của mình thì chắc do cơ địa mình ko hợp với loại tẩy trang này, nhưng mình vẫn đánh giá 5*.",8/9/2022,17:29,5,422202421
14938,4243,"Sản phẩm có vẻ ổn, nhưng không có điểm nào đặc biệt.",28/04/2023,18:26,3,422205375
14939,2904,"Mẫu này dùng vón cục trên da nhìn ghê lắm, lúc đầu bôi thì finish hơi bị đẹp, nhưng để lâu bị vón cục trên mặt",24/07/2022,11:19,2,422207283
14940,3296,"Mình dùng thấy trắng,da nhạy cảm mà ko kích ứng, nói chung sẽ mua lại",23/07/2023,22:26,5,214000001
14941,1395,"Mình xài sản phẩm được 1 tháng thấy rất ok, da căng mướt, se khít lỗ chân lông, giảm dầu đáng kể trên da.",30/09/2021,11:50,5,422200305
14942,2340,"Mùi hương dễ chịu , làm mát nhanh,giá thành ổn",2/5/2023,10:51,5,204100054
14943,2289,,10/2/2021,16:08,5,422202253
14944,1983,"Mình định mua onl mà hôm trước tiện ghé cửa hàng nên mua luôn. chất kem lỏng, thoa lên thấm nhanh, tạo hiệu ứng căng bóng da và lấp lánh nhẹ sau khi thoa. Giá cả cũng khá rẻ",2/12/2022,0:05,5,249500019
14945,140,"Làm dịu da mụn sưng đỏ cực tốt nha. Mng nên thử, mình dùng 1-2 miếng thấy ok quá nên mua cả hộp luôn :3",19/09/2024,12:46,5,308500018
14946,794,Đóng gói siêu kĩ,6/3/2021,19:55,5,422216594
14947,2935,"Sản phẩm cấp nước tốt, đắp xong da khỏe, căng bóng",15/04/2024,9:35,5,422218098
14948,3243,"sản phẩm của việt nam mà cũng đỉnh ghê mn ạ . Từ đầu mình thấy nó vô thưởng vô phạt ấy , nhưng lúc lên một cái mụn ửng đỏ sưng nhức , chỉ tẩy trang và rửa bằng sữa rửa mặt , sau đó xịt toner này vào . Đúng 2 ngày mụn xẹp hẳn và ko sưng nhức nữa . Kiên trì dùng hết 1 chai thấy da mịn màng hẳn luôn . Bạn nào da mụn khuyên dùng nha nói chung ổn áp lắm. Mình dùng nhiều toner của hàn thấy giá còn đắt hơn mà công dụng cũng vậy à . Kết hợp với em serum blance đúng chuẩn 1 bộ",28/05/2024,23:09,5,422210047
14949,813,Sau 2 tuần thì mình thấy nó không trị mụn tốt nhá nhắc lại vs mấy má ham hố. Serum này chỉ dành cho những người muốn phục hồi da hư tổn làm dịu da mịn da cho da khỏe lên thôi nó chỉ hỗ trợ quá trình trị mụn chứ éo trị mụn dứt điểm nhá... Tui rất thích nó vì độ lành tính và phục hồi da rất tốt... Tui không giống như các bạn tối ngày tìm sp trị mụn nhanh. No tui thì khác tui muốn da dc yên tịnh khỏe lên từng ngày như vậy mụn mới giảm dc. Người dùng thật việc thật ok.,15/04/2020,17:28,5,422211878
14950,130,"Dùng chắc đc 5 6 chai j r, do tui chỉ dùng kcn th nên thấy tẩy trang sạch mịn kh khô da, da tui mỏng nhạy cảm mà kh bị kích ứng hay j đâu nha giá v hợp lí qtr nên mua luôn nha",21/08/2023,11:30,5,205100137
14951,2051,Đợt trước mua xài ổn đợt này giao kem mùi hắc quá,19/09/2022,13:55,1,249500019
14952,121,"Nước tẩy trang này mình thấy tẩy được khá nhẹ, muốn sạch hẳn tẩy nhiều lần, không sạch nhanh như loại nắp xanh đậm. Phù hợp cho không trang điểm, hoặc trang điểm nhẹ.",29/06/2021,9:25,4,205100137
14953,1190,"Mình đã nhận được hàng và test thử kem chống nắng. Phải nói là khá ưng kem chống nắng này, bôi lên cảm giác nhẹ mặt nhanh tan, thẩm thấu vô dạ. còn được tặng kèm chai lotion mini dùng thử của Hada labo nữa.",6/6/2022,21:06,5,249500007
14954,3147,Tốt,17/11/2023,19:22,5,422202362
14955,2663,"Miếng bông quá tệ, bông khi lấy ra như bị mụt vậy á",13/05/2022,15:33,1,243300007
14956,1937,Sản phẩm sử dụng rất tốt,18/11/2023,15:53,5,422209262
14957,3620,"Chất kem dày, bôi lên bị bí da nhaaaa. Này dưỡng mua đông cho da siêu khô thì ok ạ",13/05/2024,14:13,2,422208983
14958,4544,Hàng đúng mô tả nhưng không có gì nổi bật.,27/08/2023,14:27,2,422207826
14959,389,sữa rửa mặt êm,15/09/2023,21:51,5,422208976
14960,2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",28/04/2023,15:41,5,308500004
14961,2454,Đắp mask sau một đêm da mịn với mụn lặn hết,9/3/2020,21:10,5,422205160
14962,340,"giao hàng nhanh, sp mới, không bong tróc",17/03/2020,10:40,5,205100136
14963,2365,": SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,13:50,5,422205160
14964,77,Đúng là sạch thiệt,12/12/2020,21:56,5,422204259
14965,741,"mình rất thích hasaki và sp tẩy trang này ,từ lúc sài này ko cần sài loại nào luôn ,da căng bóng sạch mụn cám ,",7/10/2022,13:11,5,100230056
14966,1200,da dầu dễ nổi mụn sài rất tốt thắm nhanh láng mịn như phấn,20/12/2021,9:08,5,422217292
14967,1894,"Em này dùng ok nhé, khá hài lòng ạ.",4/2/2023,11:21,5,100210023
14968,1074,"Mình dùng bản cũ thấy ổn hơn, bản mới dùng da khá rít dù để rất lâu cũng vẫn rít. Được cái không lên mụn, với gom cồi mụn ổn áp. Nhưng chắc do sản phẩm có BHA nên mình dùng mỗi ngày da bị bong tróc với hơi mẫn cảm.",18/12/2022,18:59,3,422213308
14969,1696,"Cấp ẩm rất tốt. Da mình là hỗn hợp thiên dầu, sử dụng thấy rất ổn, tối dùng sáng dậy ko bị đổ dầu nhiều. Đáng đồng tiền lắm nhé!",17/04/2021,23:52,5,318900005
14970,3277,"e trai mình da mụn xài oke, gom cồi nhanh, đỡ thâm",19/12/2023,11:52,5,422205375
14971,232,Mê chữ ê kéo dài,29/12/2021,0:16,5,100150066
14972,3240,"mình thấy nó ko quá tốt như review đâu, ko giảm mụn, nói chung 10k đắp chơi chơi vậy thôi",25/02/2022,16:00,4,422206103
14973,2377,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",29/04/2023,16:14,5,308500009
14974,2928,"dù là hay được so sánh với BNBG nhma mình thấy con này cấp ẩm không tốt bằng BNBG nhưng vẫn rất tốt trong tầm giá, với mình da dầu thì da đủ ẩm và thoải mái sau mấy ngày treat. 13k cho một cái mặt nạ thì không cần bàn cãi, 10/10",27/03/2024,22:14,5,422207150
14975,794,Đóng gói siêu kĩ,6/3/2021,19:55,5,100230056
14976,2370,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",30/04/2023,10:19,5,308500009
14977,3282,"Bình thường thấy rén acnes lắm,cứ thấy acnes là nhớ đến chai srm,nhưng mà e này lại là 1 câu chuyện khác,một cực phẩm,tôi ước j đc biết e này sớm hơn thôi,giá mềm,dạng sữa dễ tán cực,mùi tràm trà thoang thoảng dễ chịu.Ncl xài lên da tôi êm lắm,ko bị nổi mụn,thích nhất cái khoản thấm nhanh,lên tone tự nhiên.Giờ nó thành chân ái của tôi r,tôi ko còn muốn đổi loại nào nx:>",31/01/2024,16:48,5,422211231
14978,192,Không được tặng bông tẩy trang -.- pùn,28/07/2022,18:02,4,205100146
14979,2423,"Mê mask của Naruko dã man luôn ý. Mask tràm trà dày, nhiều dưỡng chất, đắp lên tê tê da mặt phê zl luôn, qua hôm sau ko thấy da đổ dầu nhiều nữa nhưng thời gian đắp lại hơi ngắn. Còn mask đỏ mỏng hơn, đắp xong da mịn cực. Mê cái dịch vụ ship hàng của Hasaki nữa, đã freeship lại còn nhanh",24/06/2021,15:26,5,308500013
14980,1167,"Mình da dầu dùng tốt lắm nha, dạng lỏng màu sữa nhanh thấm, k nhờn rít, kiềm dầu tầm 4 tiếng, lớp finish khô ráo mịn màng, k thấy lên mụn. Dùng kcn tẩy trang kĩ là ok thui ạ",17/11/2022,17:34,5,422215804
14981,2085,,22/12/2023,11:42,5,207500007
14982,1479,"Chất lượng sản phẩm không đạt yêu cầu, không khuyên dùng.",24/03/2023,11:31,1,243300007
14983,4351,Sản phẩm không có gì nổi bật nhưng phù hợp với nhu cầu cơ bản.,1/5/2023,15:21,3,422208807
14984,2431,"thơm nhẹ, mượt, mịn!",26/04/2021,19:37,5,308500015
14985,819,"Sử dụng rất tốt, hợp với da mình và mùi cũng dễ chịu nữa. Trong vòng 3 ngày sử dụng là da tốt hơn rất nhiều.",29/10/2019,10:26,5,422216594
14986,1589,"mấy bà muốn nâng tone thì nên mua màu hồng mà loại sữa nha, còn loại này cũng nâng tone nhưng k trắng bằng loại sữa. được cái là cái loại này nó lâu khô và dễ tán hơn loại sữa",22/03/2023,3:28,4,422203145
14987,1268,"Khuyên thật sự nên dùng nha , sạch da không bị mụn ẩn trong các loại tẩy trang hãng dược . Dùng ngon nha mê",18/09/2024,12:06,5,422216603
14988,2591,ngon,1/2/2021,18:53,5,100230069
14989,2267,xài rất thik sd xong k lm khô căng da,22/08/2020,13:24,5,245500009
14990,2399,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,16:10,5,308500015
14991,2850,Mình xài được một tuần rồi thấy cũng ổn. Giá cũng rẻ. Cấp ẩm nhẹ nhàng. Sạch da nữa,22/01/2021,17:00,5,377400002
14992,408,hàng rất tốt,11/4/2023,16:29,5,204900128
14993,274,Mình mua chai này gần 3 tháng mà chưa xài hết nửa chai nữa. Xài rất sạch luôn,22/06/2021,12:36,5,204900056
14994,3650,"Đang dùng, thấy mụn giảm đi nhiều và mùi rất dễ chịu.",23/11/2023,19:33,5,207300009
14995,10,ok lắm,20/08/2024,19:37,5,318900011
14996,2451,Mặt nạ này lần đầu sử dụng mà da đã thật. Cứ sợ bị dị ứng ☺️. Làm liều mua về đắp thử xem ai ngờ công dụng,14/04/2020,22:13,5,308500018
14997,1070,"Sản phẩm tốt nha mn, tẩy trang sạch mịn mướt, không hề bí hay gây khô da. thích hợp cho da dầu mụn hay có quá nhiều bụi bẩn, lớp trang điểm",20/04/2023,20:39,5,422211183
14998,1650,Chất kem hơi đặc thích hợp da khô nhạy cảm ko phù hợp da dầu,17/05/2023,9:48,4,318900019
14999,2219,che khuyết điểm thì ko thấy.nâng tone da cũng ko thấy rõ nhưng sp đc cái thẩm thấu nhanh.chất sữa lỏng dễ tán và kiềm dầu rất tốt.sẽ tiếp tục mua lại sản phẩm khi dùng hết,16/08/2020,14:02,5,422207414
15000,2449,"mặt nạ rất ok, nếu có thể thì cho phần mũi dài thêm 1 chút vì bị hụt chân mũi",11/6/2020,19:40,5,308500037
15001,2677,Bông khô ráp mỏng bụi quá tệ,20/07/2021,13:28,1,422203776
15002,220,"Sớm dùng là đc mỏng nhẹ thấm nhanh dưỡng ẩm tốt xài tuần thấy da mịn mượt nha, m da khô",19/07/2022,19:35,5,422203617
15003,2683,bông mềm,15/02/2021,19:08,5,422203807
15004,1,"siêu sạch dầu nhưng hơi khô tí, mụn thì chưa thấy cải thiện gì cả.",2/11/2024,0:36,4,204900004
15005,3353,"mình sang tận showrom mua ạ. hàng ổn, giá off vừa tầm mua . xịn xò, sài mướt, cấp ẩm tốt, chất kem mát, thơm và sáng da ạ. mình sài nhiều loại r, thấy sp này ok đó ạ",14/06/2022,10:52,5,222600057
15006,1813,"Độ chống nắng mạnh rất thich hợp xài cho toàn thân với các hoạt động thể thao ngoài trời, nhược điểm là tắm xong da k mướt mà vẫn rít, nhưng minh van rat thich sp nay ve độ bao ve, nên xài khi di choi, hàng ngày nên xai loại nhe hơn nhung dưỡng nhiều hơn nhé",24/12/2022,16:15,5,422218132
15007,4699,"Giao hàng sai, hàng không đúng với hình ảnh quảng cáo.",27/04/2023,18:01,1,100220037
15008,654,Sản phẩm tốt nên dùng nha mọi người,5/12/2023,12:06,5,100230057
15009,2353,"Sử dụng dễ dàng , rất thoải mái, thư giãn tột độ",1/5/2023,9:14,5,308500009
15010,196,"Kcn kiềm dầu tạm ổn, nhưng vì chỉ có 3 cộng thôi nên khả năng chống nắng k cao, ai da dầu k ngại cồn thì vô tư nhé",10/7/2022,4:31,5,213300001
15011,4252,"Xài mặt nạ cực thích luôn ạ, ban đầu hơi châm chích nma sau đó vài phút thì hết. Nói chung là nghiện",29/07/2020,15:14,5,308100018
15012,1091,Đ,24/09/2021,19:38,3,422204906
15013,325,"Kem chống nắng sd tạm và mùi cồn rất nồng, sd mặt hơi trắng bệt",6/8/2020,13:48,4,223600034
15014,2341,Mùi hương dễ chịu làm mát nhanh giá thành ổn,2/5/2023,10:19,5,422206537
15015,3100,"Giao hàng quá chậm, chất lượng sản phẩm tệ hại.",23/12/2021,21:31,1,343100029
15016,1411,trộm vía là sài hợp thấy rất okee,13/07/2023,0:30,5,422217029
15017,52,Dịu nhẹ Không mùi Dễ thẩm thấu cấp ẩm cho da đang trị mụn,23/08/2022,21:42,5,318900012
15018,3061,Sản phẩm này dùng tốt.,2/3/2023,16:49,5,224100019
15019,2266,,1/9/2020,1:24,5,245500010
15020,683,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,9:46,5,422205162
15021,747,"hic hic sao để tặng quà mà không có quà gì hết zạ shop, mua mỹ phẩm ở shop rất là yên tâm luôn",27/07/2022,10:57,5,100230059
15022,1621,"Mình sài nhiều loại kcn từ đắt tới rẻ nhưng vẫn ưng em này nhất, nâng tone nhẹ và dễ tán, nhưng vài tiếng sau da hơi bóng dầu nhẹ",26/01/2022,20:48,5,422207413
15023,379,"mình mua chai 88ml xài thử phê quá nên quất lun chai 473ml.Mình dùng qua rất nhiều loại srm nhưng ko tìm dc chân ái,da mình bị khô bong tróc da sần sùi ghê lắm,xài qua rất nhiều loại mà cứ rửa xong là căng rát.Dù là dùng toner serum dưỡng ẩm các kiểu vẫn bị căng rát đỏ da.Nhưng mình dùng loại này đúng 2 ngày là da ko bi sần rát nữa.Sản phẩm ko có bọt như kem đặc xả tóc vậy,nhẹ nhàng lành tính nhưng rửa vẫn rây sạch nha mn,mn da khô như mình nên trải nghiệm chắc chắn sẽ tìm dc chân ái.",2/5/2024,12:42,5,422208974
15024,2661,Bông giá rẻ hơn chỗ khác nhưng đợt này dùng bị dính rất nhiều xơ bông lên mặt.,22/05/2022,16:15,4,422203809
15025,1462,"mình dùng srm này thấy rất ổn, sạch da, cảm giác rất sạch da và mịn nữa.",11/5/2022,9:52,5,204900128
15026,3565,"Miếng dán rất tốt, dán vào chỗ mụn sẽ bớt sưng tấy. Dán liên tục sẽ rút được cả đầu mụn. Hasaki giao hàng cũng rất nhanh.",26/09/2017,15:22,5,100250032
15027,213,Okkkkkkk,23/03/2022,6:13,5,422211447
15028,3707,"dùng sản phẩm này quá chi là thích. Da mình hỗn hợp thiên dầu, hay nổi mụn viêm do nóng. Nên khi dùng em này cấp ẩm thì mấy vết mụn viêm xẹp dần, da mịn, ko thấy nổi mụn nữa, cảm giác da căng bóng hơn, ko mụn ẩn. Rẻ nhưng chất lượng phết dù mới dùng được 3 hôm. Dùng sáng+ tối kếp hợp kem dưỡng phù hợp nha cả nhà. Mình dùng dưỡng embroylisse",7/9/2022,4:31,5,371600007
15029,147,Sp tot,10/4/2023,15:10,5,100230057
15030,976,": SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",2/5/2023,11:36,5,308500037
15031,1668,Siêu ẩm,5/8/2020,16:44,5,224100009
15032,1392,Mình đã hỗn hợp thiên dầu xài đã mịn và ít đổ dầu hẳn công thấm nhanh nữa.,23/10/2021,11:22,5,422200305
15033,985,"da mình da hỗn hợp sau khi dùng thì bị khô da căng rát cơ mặt, bị nổi mẩn đỏ và ngứa phải dùng toner mới diệu lại bớt",1/3/2022,12:26,3,422204795
15034,2380,"Sử dụng dễ dàng, rất thoải mái, thư giản tột độ",29/04/2023,15:44,5,422205162
15035,2656,"Mõng như lá lúa, bụi, chất lượng kém.",17/10/2022,10:13,1,243300007
15036,1153,"da mình tri mụn gần đây nhạy cảm quá, kich ứng nổi mụn li ti hoài, chỉ dùng senka hồng mà da cũng ko êm nữa. nay mua 59ml xài thử, rửa xog da đúng là ko khô căng, thấy cũng sạch. để xài thêm thời gian nữa mới biết có làm sạch tốt ko, có bị lên mụn ko",9/11/2022,4:16,5,422218629
15037,2465,"mặt nạ thật sự chất lượng, mình sử dụng loại đỏ, đắp xong sờ da căng mịn rất thích không cần rửa lại vs nước, dịu nhẹ, mùi hương cũng nhẹ. Sẽ sử dụng tiếp để kiểm chứng hiệu quả se khít lcl",22/06/2019,23:28,5,308500015
15038,4286,,26/04/2020,13:33,5,204000033
15039,1490,"Mùi nhẹ, sài thích cực kì",2/9/2020,11:46,5,377400001
15040,617,mẫu mới chất kem đặc hơn mùi khó chịu cá nhân mình thích mẫu cũ hơn nhưng mà kh sao chống nắng vẫn rất tốt,1/3/2022,6:30,4,422212100
15041,3524,nước tẩy trang sử dụng rất ok. cảm giác da rất sạch thoáng. mình từng sử dụng L'Oreal và cocoon nhưng thấy của hãng này ok nhất nó tựa như cocoon nhưng mà sạch sâu hơn vậy. mascara với eyeliner phải tẩy nhiều lần nha,7/8/2023,23:58,5,422205819
15042,3665,"Hạt tẩy TBC cứng, không tan phù hợp với da body của mình hơn. Hàng tốt, đóng gói cẩn thận. Đặt hàng giao ngay trong ngày và rất nhanh. Cám ơn shop.",3/11/2021,22:44,5,422206042
15043,3082,Ok,24/07/2024,19:36,5,422211389
15044,2115,"Sd dc gần 1tháng rồi, thấy da k trắng lên xíu nào, còn chổ nám , thâm do mụn vẫn còn nguyên, dưỡng sáng rất chậm",11/7/2024,8:06,3,422206645
15045,1202,có size 55g k ạ,10/11/2021,16:46,5,249500007
15046,344,dạ mua ở onl mới giảm hay đến shop mua vẫn giá đó ạ,20/12/2019,20:09,3,422208807
15047,4041,Mặt nạ dùng đã lắm luôn,5/9/2020,11:27,5,365000012
15048,812,Mặt nạ dùng tốt,29/07/2020,13:41,5,365000014
15049,334,"Mình hiện đã dùng đến chai thứ 5 mua tại Hasaki. Loại màu xài không ưng bằng màu xanh. Dùng để tẩy trang mỗi ngày sau khi đi làm về rất sạch, mát và giá hợp lý với chai to 400ml. * da mình là da hỗn hợp thiên dầu, nhạy cảm dùng rất ok không kích ứng nha cả nhà.",24/06/2020,16:34,5,422211447
15050,2963,Da mình bị sạm mà sài 2 tháng kèm đắp mặt nạ với kem chóng nắng mờ nám trắn rỏ luôn nhé,22/05/2022,10:05,5,422202579
15051,2366,"Sử dụng dễ dàng, thoải mái",30/04/2023,13:23,5,422205163
15052,186,Mình dùng thấy khá tốt Rửa xong mặt thật sự sạch Nói chung là ổn :))),13/03/2022,13:38,5,422203506
15053,1008,Mình thích vì dùng kem này khi bị mồ hôi thì ko bị các bợt trắng. Nhưng ko rõ là hàng thật hay giả vì bị bóc hộp để dán tem chống hàng giả vào tận trong type kem. Giờ tem chống hàng giả cũng thấy đc làm giả nên cũng lo lắng,20/06/2023,12:14,4,422200236
15054,2646,xài okkk lắm m.n từ khi xài mê lun e này giá cũng ok nữaaaaa nha,1/3/2022,7:51,5,422203300
15055,3690,"Hơi bị ổn luôn, gần như không mùi, thấm nhanh, khá mát, giá tương đổi ổn.",28/05/2023,15:04,5,256700012
15056,2217,,21/11/2020,17:52,5,422203146
15057,2445,"Sản phẩm chất lượng,giá hạt dẻ. Mình cảm nhận tuyệt vời sau lần đầu sử dụng nha.Mua 1 miếng đắp thử da căng mượt, hôm sau rửa mặt lên tông trắng sắng hẳn, thích lắm luôn. Giờ tiếp tục đạt em này nữa nè.",27/07/2020,7:54,5,308500037
15058,2021,"Tư vấn nhiệt tình, nâng tông da nhẹ. chống nắng tốt, đi chơi đi học không cảm thấy da bị sạm đi nhiều.",20/11/2022,16:41,5,249500027
15059,2893,"Mình mua sp derladie khác được tặng chai này, chỉ là chai sample 30ml thôi nên không cảm nhận quá nhiều. Dùng được 1 tuần, cảm quan là thấy em nó cấp ẩm tốt, kiềm dầu nữa, mình thích dùng toner lắm luôn, vì dùng trên da ko bị bí mà còn mát da vs ẩm nữa",21/01/2021,16:32,5,377400002
15060,1408,"Chai lớn có màng bọc nilon nhựa ở nắp chai nhỏ không có, mà mùi nồng hơn chai m mua ở bsi da liễu",11/1/2024,19:37,3,293500006
15061,2439,"Rất ưng ý với mặt nạ này, hiệu quả rõ rệt, chăm xông mặt rồi đắp mặt nạ lên là 1 tuần đã cải thiện rõ rệt",2/11/2020,14:47,5,422205162
15062,2608,"kcn nâng tone nhẹ, sài k bị lên mụn ẩn, mướt k bị nặg mặt ạ, k bị vón kem",17/05/2024,12:33,5,248700035
15063,2020,kem chống nắng dùng ok nha mn. coi chị hà linh review á da tui da kiểu hh thiên khô dùng ổn. Ai mẫn cảm quá với mùi hương thì cân nhắc nha,20/11/2022,16:47,5,422203145
15064,3232,Mặt nạ cấp ẩm.tinh chất vừa phải.đắp xong da rất minh.da nhạy cảm không bị kích ứng.đã mua lại.,1/7/2023,21:29,5,365000012
15065,1794,giám đau của mụn viêm nhanh mụn hết ko lên nhân mụn mới sau 12 ngày sử dụng hết trong 1 tuần thì ko đúng nha hết cx hết mà theo độ từ từ,12/7/2020,10:15,5,204100023
15066,2284,Dùng rất ổn nheeee,14/02/2024,15:17,5,100150058
15067,2306,được,22/12/2016,15:09,5,204000059
15068,792,"Tắm rất sạch và nhẹ da, có thể dùng rửa mặt luôn, nhưng khô nhé",4/4/2021,2:23,5,204900159
15069,306,Xài ok nên mua,20/07/2023,14:10,5,201100040
15070,1279,"chân ái luôn; shop giao hàng nhanh, nhân viên nhiệt tình",23/01/2022,6:49,5,204900005
15071,4426,"Mình mua cho chồng mình sài rất ok nha, mặt đỡ bết dầu hẳn, chồng mình thích quá trời,mua lại mấy lần rồi, giá tốt sp chấtluowngj",14/05/2024,11:55,5,335100004
15072,737,ok,2/11/2022,15:09,4,100230057
15073,304,Giao hang dug gio,22/01/2021,10:06,5,422211446
15074,1216,"kem chống nắng dạng lỏng dễ tán đều trên da mặt, rất mỏng mịn cảm giác nhẹ tênh, tuy dung tích chứa trong 1 chai hơi ít ^^",18/01/2021,9:56,5,249500007
15075,2914,"Thoa lên da thấm rất nhanh, kiềm dầu rất tốt. Mua từ tháng 6 dùng đến nay được 7 tháng rồi nhưng vẫn còn. Chai dạng pum ra rất vệ sinh nữa.",14/03/2021,10:17,5,204100003
15076,1105,,30/06/2021,22:46,5,422204231
15077,2722,,19/10/2022,15:41,5,248700035
15078,423,"473 ml xài phủng phê luôn, rất nhẹ nhàng hợp với mọi loại da",14/10/2022,20:26,5,422208972
15079,769,teoem789@gmail.com,23/12/2021,10:20,5,100230056
15080,2335,"sử dụng dễ dàng, rat thoải mái,thư giãn tột độ",2/5/2023,17:21,5,308500018
15081,2383,Sử dụng dễ dàng .rất thoải mái .thư giãn tột độ,29/04/2023,12:10,5,308500018
